         2710492 function calls (2566112 primitive calls) in 3.352 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       28    0.000    0.000    0.000    0.000 _ufunc_config.py:446(__exit__)
       28    0.000    0.000    0.000    0.000 fromnumeric.py:3126(_around_dispatcher)
       28    0.000    0.000    0.001    0.000 _methods.py:32(_amin)
       28    0.000    0.000    0.000    0.000 etree.py:151(__init__)
       28    0.000    0.000    0.000    0.000 etree.py:168(__init__)
       28    0.000    0.000    0.000    0.000 etree.py:177(_setPublicId)
       28    0.000    0.000    0.000    0.000 etree.py:186(_setSystemId)
       28    0.000    0.000    0.000    0.000 etree.py:327(getDocument)
       28    0.000    0.000    0.001    0.000 {method 'min' of 'numpy.ndarray' objects}
       28    0.000    0.000    0.016    0.001 parser.py:198(parse_for)
       28    0.000    0.000    0.003    0.000 parser.py:277(parse_extends)
       28    0.000    0.000    0.003    0.000 parser.py:292(parse_include)
       28    0.000    0.000    0.000    0.000 loaders.py:173(<listcomp>)
       28    0.000    0.000    0.000    0.000 loaders.py:165(__init__)
       28    0.000    0.000    0.000    0.000 runtime.py:249(get_all)
       28    0.000    0.000    0.000    0.000 lexer.py:361(skip)
       28    0.000    0.000    0.001    0.000 compiler.py:919(visit_Include)
       28    0.001    0.000    0.021    0.001 compiler.py:1077(visit_For)
       28    0.000    0.000    0.000    0.000 idtracking.py:130(dump_stores)
       28    0.000    0.000    0.002    0.000 idtracking.py:179(visit_For)
       28    0.000    0.000    0.000    0.000 idtracking.py:263(visit_For)
       28    0.000    0.000    0.000    0.000 utils.py:574(<genexpr>)
       28    0.000    0.000    0.000    0.000 utils.py:533(select_autoescape)
       28    0.000    0.000    0.000    0.000 environment.py:101(load_extensions)
       28    0.000    0.000    0.000    0.000 environment.py:123(_environment_sanity_check)
       28    0.000    0.000    0.001    0.000 environment.py:288(__init__)
       28    0.000    0.000    0.803    0.029 environment.py:1076(render)
       28    0.000    0.000    0.000    0.000 compiler.py:356(start_write)
       28    0.000    0.000    0.000    0.000 compiler.py:363(end_write)
       28    0.000    0.000    0.000    0.000 compiler.py:368(simple_write)
       28    0.000    0.000    0.000    0.000 compiler.py:612(dump_local_context)
       28    0.000    0.000    0.001    0.000 compiler.py:874(visit_Extends)
       28    0.000    0.000    0.000    0.000 fonts.py:164(_check_font_configuration)
       28    0.107    0.004    0.107    0.004 fonts.py:256(__init__)
       28    0.000    0.000    0.000    0.000 fonts.py:365(<dictcomp>)
       28    0.011    0.000    0.044    0.002 fonts.py:296(add_font_face)
       28    0.000    0.000    0.000    0.000 targets.py:73(__init__)
       28    0.000    0.000    0.000    0.000 targets.py:189(check_pending_targets)
       28    0.000    0.000    0.000    0.000 draw.py:153(<dictcomp>)
       28    0.000    0.000    0.060    0.002 draw.py:151(draw_page)
       28    0.000    0.000    0.000    0.000 draw.py:422(draw_background_image)
       28    0.000    0.000    0.002    0.000 stacking.py:56(<listcomp>)
       28    0.000    0.000    0.003    0.000 stacking.py:52(from_page)
       28    0.000    0.000    0.002    0.000 stacking.py:61(from_box)
       28    0.000    0.000    0.001    0.000 backgrounds.py:74(<listcomp>)
       28    0.000    0.000    0.001    0.000 backgrounds.py:86(layout_background_layer)
       28    0.000    0.000    0.000    0.000 backgrounds.py:211(set_canvas_background)
       28    0.000    0.000    0.012    0.000 backgrounds.py:240(layout_backgrounds)
       28    0.000    0.000    0.000    0.000 pages.py:49(__init__)
       28    0.000    0.000    0.000    0.000 pages.py:61(restore_box_attributes)
       28    0.000    0.000    0.000    0.000 pages.py:78(__init__)
       28    0.000    0.000    0.000    0.000 pages.py:90(restore_box_attributes)
       28    0.001    0.000    0.032    0.001 pages.py:305(make_margin_boxes)
       28    0.000    0.000    0.000    0.000 pages.py:495(page_width)
       28    0.000    0.000    0.000    0.000 pages.py:500(page_height)
       28    0.000    0.000    0.000    0.000 pages.py:558(<listcomp>)
       28    0.001    0.000    0.151    0.005 pages.py:505(make_page)
       28    0.001    0.000    0.064    0.002 pages.py:675(set_page_type_computed_styles)
       28    0.000    0.000    0.217    0.008 pages.py:697(remake_page)
       28    0.000    0.000    0.020    0.001 build.py:48(build_formatting_structure)
       28    0.000    0.000    0.000    0.000 build.py:1446(_inner_block_in_inline)
       28    0.000    0.000    0.000    0.000 build.py:1501(set_viewport_overflow)
       28    0.000    0.000    0.000    0.000 document.py:199(<dictcomp>)
       28    0.000    0.000    0.002    0.000 document.py:190(__init__)
       28    0.000    0.000    0.061    0.002 document.py:234(paint)
       28    0.000    0.000    0.000    0.000 min_max.py:38(wrapper)
       28    0.000    0.000    0.000    0.000 document.py:290(__init__)
       28    0.001    0.000    0.168    0.006 document.py:352(_build_layout_context)
       28    0.000    0.000    0.264    0.009 document.py:393(<listcomp>)
       28    0.001    0.000    0.466    0.017 document.py:377(_render)
       28    0.000    0.000    0.000    0.000 document.py:398(__init__)
       28    0.000    0.000    0.000    0.000 document.py:742(<listcomp>)
       28    0.000    0.000    0.000    0.000 document.py:743(<listcomp>)
       28    0.001    0.000    0.065    0.002 document.py:716(write_image_surface)
       28    0.000    0.000    0.013    0.000 html.py:268(get_html_metadata)
       28    0.000    0.000    0.000    0.000 boxes.py:184(border_box_x)
       28    0.000    0.000    0.000    0.000 boxes.py:229(<listcomp>)
       28    0.000    0.000    0.000    0.000 boxes.py:200(rounded_box)
       28    0.000    0.000    0.000    0.000 boxes.py:260(rounded_border_box)
       28    0.000    0.000    0.001    0.000 boxes.py:429(anonymous_from)
       28    0.000    0.000    0.000    0.000 boxes.py:688(__init__)
       28    0.000    0.000    0.000    0.000 __init__.py:30(initialize_page_maker)
       28    0.000    0.000    0.000    0.000 __init__.py:189(__init__)
       28    0.000    0.000    0.000    0.000 __init__.py:210(create_block_formatting_context)
       28    0.000    0.000    0.000    0.000 __init__.py:214(finish_block_formatting_context)
       28    0.000    0.000    0.001    0.000 expanders.py:268(parse_layer)
       28    0.000    0.000    0.000    0.000 descriptors.py:131(font_family)
       28    0.000    0.000    0.004    0.000 descriptors.py:144(src)
       28    0.000    0.000    0.000    0.000 properties.py:214(background_repeat)
       28    0.000    0.000    0.000    0.000 properties.py:1000(text_align)
       28    0.000    0.000    0.000    0.000 properties.py:1165(<listcomp>)
       28    0.000    0.000    0.000    0.000 properties.py:1158(size)
       28    0.000    0.000    0.000    0.000 properties.py:1246(hyphens)
       28    0.000    0.000    0.000    0.000 html.py:254(find_base_url)
       28    0.000    0.000    0.004    0.000 utils.py:148(safe_urljoin)
       28    0.000    0.000    0.000    0.000 utils.py:207(keyword_validator)
       28    0.000    0.000    0.004    0.000 utils.py:599(get_url)
       28    0.000    0.000    0.000    0.000 media_queries.py:20(evaluate_media_query)
       28    0.000    0.000    0.000    0.000 mimetypes.py:97(guess_type)
       28    0.000    0.000    0.001    0.000 mimetypes.py:272(guess_type)
       28    0.000    0.000    0.000    0.000 properties.py:123(other_colors)
       28    0.000    0.000    0.000    0.000 context.py:670(translate)
       28    0.000    0.000    0.000    0.000 context.py:687(scale)
       28    0.001    0.000    0.001    0.000 context.py:1348(paint)
       28    0.000    0.000    0.000    0.000 surfaces.py:155(__init__)
       28    0.000    0.000    0.000    0.000 surfaces.py:169(_check_status)
       28    0.003    0.000    0.003    0.000 surfaces.py:722(__init__)
       28    0.000    0.000    0.000    0.000 surfaces.py:792(get_data)
       28    0.000    0.000    0.000    0.000 surfaces.py:808(get_format)
       28    0.000    0.000    0.000    0.000 surfaces.py:816(get_height)
       28    0.000    0.000    0.000    0.000 surfaces.py:820(get_stride)
       28    0.000    0.000    0.000    0.000 context.py:102(_init_pointer)
       28    0.000    0.000    0.000    0.000 context.py:99(__init__)
       28    0.002    0.000    0.051    0.002 __init__.py:46(__init__)
       28    0.002    0.000    0.003    0.000 __init__.py:183(add_page_declarations)
       28    0.000    0.000    0.000    0.000 __init__.py:228(get_child_text)
       28    0.000    0.000    0.000    0.000 __init__.py:253(<listcomp>)
       28    0.000    0.000    0.000    0.000 __init__.py:283(find_style_attributes)
       28    0.002    0.000    0.078    0.003 __init__.py:792(preprocess_stylesheet)
       28    0.000    0.000    0.167    0.006 __init__.py:942(get_all_computed_styles)
       28    0.000    0.000    0.000    0.000 computed_values.py:266(background_image)
       28    0.000    0.000    0.000    0.000 computed_values.py:283(compute_position)
       28    0.000    0.000    0.000    0.000 computed_values.py:293(length_or_percentage_tuple)
       28    0.000    0.000    0.000    0.000 computed_values.py:299(length_tuple)
       28    0.000    0.000    0.000    0.000 computed_values.py:403(background_size)
       28    0.000    0.000    0.000    0.000 computed_values.py:680(lang)
       28    0.000    0.000    0.000    0.000 color3.py:32(parse_color)
       28    0.000    0.000    0.000    0.000 response.py:19(__init__)
       28    0.000    0.000    0.000    0.000 response.py:60(__init__)
       28    0.000    0.000    0.000    0.000 response.py:64(info)
       28    0.000    0.000    0.000    0.000 response.py:71(__init__)
       28    0.000    0.000    0.000    0.000 response.py:79(geturl)
       28    0.000    0.000    0.002    0.000 urls.py:83(path2url)
       28    0.001    0.000    0.022    0.001 urls.py:204(default_url_fetcher)
       28    0.000    0.000    0.017    0.001 request.py:1477(file_open)
       28    0.001    0.000    0.017    0.001 request.py:1499(open_local_file)
       28    0.000    0.000    0.000    0.000 request.py:1682(url2pathname)
       28    0.000    0.000    0.000    0.000 request.py:1687(pathname2url)
       28    0.000    0.000    0.000    0.000 tempfile.py:422(__init__)
       28    0.000    0.000    0.000    0.000 tempfile.py:447(__del__)
       28    0.000    0.000    0.000    0.000 tempfile.py:465(__init__)
       28    0.000    0.000    0.001    0.000 tempfile.py:479(func_wrapper)
       28    0.000    0.000    0.001    0.000 tempfile.py:471(__getattr__)
       28    0.000    0.000    0.000    0.000 tempfile.py:503(close)
       28    0.000    0.000    0.000    0.000 _tokenizer.py:506(rawtextLessThanSignState)
       28    0.000    0.000    0.000    0.000 _tokenizer.py:517(rawtextEndTagOpenState)
       28    0.000    0.000    0.000    0.000 _tokenizer.py:1070(afterAttributeValueState)
       28    0.000    0.000    0.000    0.000 _tokenizer.py:1168(commentStartState)
       28    0.000    0.000    0.000    0.000 _tokenizer.py:1232(commentEndDashState)
       28    0.000    0.000    0.000    0.000 _tokenizer.py:1251(commentEndState)
       28    0.000    0.000    0.000    0.000 _tokenizer.py:1305(doctypeState)
       28    0.000    0.000    0.000    0.000 _tokenizer.py:1322(beforeDoctypeNameState)
       28    0.000    0.000    0.017    0.001 request.py:139(urlopen)
       28    0.000    0.000    0.001    0.000 request.py:307(request_host)
       28    0.000    0.000    0.002    0.000 request.py:325(__init__)
       28    0.000    0.000    0.000    0.000 request.py:343(full_url)
       28    0.000    0.000    0.001    0.000 request.py:349(full_url)
       28    0.000    0.000    0.000    0.000 request.py:366(data)
       28    0.000    0.000    0.000    0.000 request.py:380(_parse)
       28    0.000    0.000    0.000    0.000 request.py:419(get_header)
       28    0.000    0.000    0.017    0.001 request.py:507(open)
       28    0.000    0.000    0.017    0.001 request.py:535(_open)
       28    0.000    0.000    0.000    0.000 {method 'find' of 'xml.etree.ElementTree.Element' objects}
       28    0.000    0.000    0.000    0.000 ElementTree.py:462(Comment)
       28    0.000    0.000    0.001    0.000 message.py:806(get_filename)
       28    0.000    0.000    0.000    0.000 _utils.py:153(wrapped)
       28    0.000    0.000    0.000    0.000 _utils.py:124(moduleFactory)
       28    0.000    0.000    0.000    0.000 {method 'timetuple' of 'datetime.datetime' objects}
       28    0.000    0.000    0.000    0.000 base.py:301(createElement)
       28    0.000    0.000    0.000    0.000 base.py:296(insertComment)
       28    0.000    0.000    0.000    0.000 base.py:288(insertDoctype)
       28    0.000    0.000    0.000    0.000 base.py:283(insertRoot)
       28    0.000    0.000    0.001    0.000 base.py:172(__init__)
       28    0.000    0.000    0.000    0.000 utils.py:117(_format_timetuple_and_zone)
       28    0.000    0.000    0.001    0.000 utils.py:126(formatdate)
       28    0.000    0.000    0.000    0.000 utils.py:155(format_datetime)
       28    0.000    0.000    0.000    0.000 _inputstream.py:903(lookupEncoding)
       28    0.000    0.000    0.005    0.000 __init__.py:32(message_from_string)
       28    0.000    0.000    0.000    0.000 html5parser.py:946(__init__)
       28    0.000    0.000    0.000    0.000 html5parser.py:1308(endTagP)
       28    0.000    0.000    0.000    0.000 html5parser.py:1321(endTagBody)
       28    0.000    0.000    0.000    0.000 html5parser.py:1345(endTagBlock)
       28    0.000    0.000    0.000    0.000 html5parser.py:1668(processCharacters)
       28    0.000    0.000    0.000    0.000 html5parser.py:1688(endTagOther)
